"AIDA Switzerland Apnea Grand Prix 2003","https://events.aidainternational.org/EventDetails-1399","Competition","",",","2003-09-06","2003-09-06","",""
"WR Attempt - CHARRAS Christian (CNF)","https://events.aidainternational.org/EventDetails-893","Worldrecord attempt","",",","2003-09-06","2003-09-06","",""
"WR Attempt - NITSCH Herbert (CWT,CNF, FIM)","https://events.aidainternational.org/EventDetails-1278","Worldrecord attempt","",",","2003-09-05","2003-09-05","",""
"Heart of Europe - 2nd Carinthian Freediving International","https://events.aidainternational.org/EventDetails-1272","Competition","",",","2003-09-05","2003-09-05","",""
"French Cup - Stage Nice-NUC","https://events.aidainternational.org/EventDetails-855","Pool Competition","",",","2003-08-31","2003-08-31","",""
"WR Attempt - Mandy Rae Cruickshank (CNF FIM )","https://events.aidainternational.org/EventDetails-1102","Worldrecord attempt","",",","2003-08-27","2003-08-27","",""
"WR Attempt - BAUMANN Dieter (CNF)","https://events.aidainternational.org/EventDetails-1279","Worldrecord attempt","",",","2003-08-23","2003-08-23","",""
"3rd Danish Freediving Championship 2003","https://events.aidainternational.org/EventDetails-1377","Competition","",",","2003-08-02","2003-08-02","",""
"WR Attempt - ENEDAHL MEKKI Yamine (DNF)","https://events.aidainternational.org/EventDetails-1792","Worldrecord attempt","",",","2003-07-21","2003-07-21","",""
"WR Attempt - SEVERINSEN Stig (DNF)","https://events.aidainternational.org/EventDetails-460","Worldrecord attempt","",",","2003-07-19","2003-07-19","",""
"WR Attempt - STREETER Tanya (VWT,CNF)","https://events.aidainternational.org/EventDetails-1575","Worldrecord attempt","",",","2003-07-19","2003-07-19","",""
"WR Attempt - PEDERSEN Peter (DYN)","https://events.aidainternational.org/EventDetails-459","Worldrecord attempt","",",","2003-07-18","2003-07-18","",""
"Round 5 of the Belgium Cup 2003","https://events.aidainternational.org/EventDetails-1131","Competition","",",","2003-06-29","2003-06-29","",""
"CAFA National Competition","https://events.aidainternational.org/EventDetails-1066","Competition","",",","2003-06-27","2003-06-27","",""
"Czech National Freediving Championship 2003","https://events.aidainternational.org/EventDetails-765","Competition","",",","2003-06-22","2003-06-22","",""
"Aarhus Freediving Club","https://events.aidainternational.org/EventDetails-1376","Competition","",",","2003-06-22","2003-06-22","",""
"CAFA Eastern Regional Competition","https://events.aidainternational.org/EventDetails-1065","Mixed Competition","",",","2003-06-20","2003-06-20","",""
"Sony Freediver Open Classic 2003","https://events.aidainternational.org/EventDetails-1176","Mixed Competition","",",","2003-05-29","2003-05-29","",""
"2003 Portugese Freediving Championship","https://events.aidainternational.org/EventDetails-1599","Competition","",",","2003-05-23","2003-05-23","",""
"Round 4 of the Belgium Cup 2003","https://events.aidainternational.org/EventDetails-1130","Competition","",",","2003-05-18","2003-05-18","",""
"1st Dordrecht Freediving Competition","https://events.aidainternational.org/EventDetails-1486","Pool Competition","",",","2003-05-11","2003-05-11","",""
"CAFA Western Regional Competition","https://events.aidainternational.org/EventDetails-1064","Competition","",",","2003-05-05","2003-05-05","",""
"French Cup - Stage Nice-CIPA","https://events.aidainternational.org/EventDetails-1598","Competition","",",","2003-05-03","2003-05-03","",""
"2003 Russian National Competition","https://events.aidainternational.org/EventDetails-729","Competition","",",","2003-04-26","2003-04-26","",""
"1st AIDA Brazil National Selection 2003","https://events.aidainternational.org/EventDetails-480","Pool Competition","",",","2003-04-25","2003-04-25","",""
"Open Swiss Winter Championship 2003","https://events.aidainternational.org/EventDetails-1398","Pool Competition","",",","2003-04-12","2003-04-12","",""
"Round 3 of the Belgium Cup 2003","https://events.aidainternational.org/EventDetails-1129","Competition","",",","2003-04-06","2003-04-06","",""
"Hvidovre Freediving Club - Club Championship 2003","https://events.aidainternational.org/EventDetails-1375","Competition","",",","2003-04-05","2003-04-05","",""
"2nd Columbian Freediving Championship in Pool","https://events.aidainternational.org/EventDetails-1161","Competition","",",","2003-04-04","2003-04-04","",""
"South Africa National Freediving Championship 2003","https://events.aidainternational.org/EventDetails-1597","Competition","",",","2003-04-04","2003-04-04","",""
"Round 2 of Belgium Cup 2003","https://events.aidainternational.org/EventDetails-1128","Competition","",",","2003-03-15","2003-03-15","",""
"Indoor Cup in Tokai University","https://events.aidainternational.org/EventDetails-1780","Pool Competition","",",","2003-03-01","2003-03-01","",""
"5. Berlin Master Cup 2003","https://events.aidainternational.org/EventDetails-1423","Competition","",",","2003-02-22","2003-02-22","",""
"Round 1 of Belgium Cup 2003 - 4th Night of Apnea","https://events.aidainternational.org/EventDetails-1127","Competition","",",","2003-02-15","2003-02-15","",""
"AIDA Brazil Indoor National Competition 2003","https://events.aidainternational.org/EventDetails-479","Competition","",",","2003-01-25","2003-01-25","",""
"1. Austrian Indoors 2003","https://events.aidainternational.org/EventDetails-1271","Competition","",",","2003-01-11","2003-01-11","",""
"Randers Xmas Cup 2002","https://events.aidainternational.org/EventDetails-1374","Competition","",",","2002-12-27","2002-12-27","",""
"1st Dutch Open","https://events.aidainternational.org/EventDetails-1485","Competition","",",","2002-12-15","2002-12-15","",""
"WR Attempt - COSTE Carlos (FIM)","https://events.aidainternational.org/EventDetails-808","Worldrecord attempt","",",","2002-12-06","2002-12-06","",""
"1st Copenhagen Open","https://events.aidainternational.org/EventDetails-1373","Competition","",",","2002-11-23","2002-11-23","",""
"5th Night of Apnea","https://events.aidainternational.org/EventDetails-1422","Competition","",",","2002-11-16","2002-11-16","",""
"AIDA Pacific Cup 2002","https://events.aidainternational.org/EventDetails-420","Mixed Competition","",",","2002-10-31","2002-10-31","",""
"3rd Rhein Main Cup 2002","https://events.aidainternational.org/EventDetails-1421","Competition","",",","2002-10-26","2002-10-26","",""
"WR Attempt - LEFERME Loic (NLT)","https://events.aidainternational.org/EventDetails-894","Worldrecord attempt","",",","2002-10-20","2002-10-20","",""
"WR Attempt - NITSCH Herbert (FIM)","https://events.aidainternational.org/EventDetails-1748","Worldrecord attempt","",",","2002-10-09","2002-10-09","",""
"WR Attempt - NITSCH Herbert (FIM)","https://events.aidainternational.org/EventDetails-1749","Worldrecord attempt","",",","2002-10-09","2002-10-09","",""
"WR Attempt - COSTE Carlos (FIM)","https://events.aidainternational.org/EventDetails-1771","Worldrecord attempt","",",","2002-10-06","2002-10-06","",""
"WR Attempt - COSTE Carlos (CWT)","https://events.aidainternational.org/EventDetails-1772","Worldrecord attempt","",",","2002-10-03","2002-10-03","",""
"CAFA Eastern Regional Competition","https://events.aidainternational.org/EventDetails-1063","Competition","",",","2002-09-28","2002-09-28","",""
"NR Attempt - Ryuzo Shinomiya","https://events.aidainternational.org/EventDetails-1779","Worldrecord attempt","",",","2002-09-21","2002-09-21","",""
"CAFA Western Regional Competition II","https://events.aidainternational.org/EventDetails-1062","Competition","",",","2002-09-14","2002-09-14","",""
"2nd Brazilian apnea selections 2002","https://events.aidainternational.org/EventDetails-478","Competition","",",","2002-09-14","2002-09-14","",""
"1st Carinthian Freediving Invitational 2002","https://events.aidainternational.org/EventDetails-1270","Competition","",",","2002-09-07","2002-09-07","",""
"WR Attempt - Nery Guillaume","https://events.aidainternational.org/EventDetails-891","Worldrecord attempt","",",","2002-08-31","2002-08-31","",""
"Swiss Summer Championship 2002","https://events.aidainternational.org/EventDetails-1397","Competition","",",","2002-08-31","2002-08-31","",""
"2nd Polish Freediving Championship 2002","https://events.aidainternational.org/EventDetails-1228","Competition","",",","2002-08-23","2002-08-23","",""
"NR Atttempt?Ryuzo Shinomiya","https://events.aidainternational.org/EventDetails-1778","Pool Competition","",",","2002-08-17","2002-08-17","",""
"2nd Danish Freediving Championship 2002","https://events.aidainternational.org/EventDetails-1372","Competition","",",","2002-08-17","2002-08-17","",""
"WR Attempt - Tanya STREETER NLT","https://events.aidainternational.org/EventDetails-1574","Worldrecord attempt","",",","2002-08-17","2002-08-17","",""
"US Freediving Team Trials","https://events.aidainternational.org/EventDetails-419","Competition","",",","2002-08-03","2002-08-03","",""
"1st Portuguese Freediving Championship","https://events.aidainternational.org/EventDetails-1501","Competition","",",","2002-07-27","2002-07-27","",""
"WR Attempt - NITSCH Herbert (FIM)","https://events.aidainternational.org/EventDetails-1276","Worldrecord attempt","",",","2002-07-27","2002-07-27","",""
"Final stage of the 2002 Belgium Cup","https://events.aidainternational.org/EventDetails-1126","Competition","",",","2002-07-27","2002-07-27","",""
"Greek Freediving Championship 2002","https://events.aidainternational.org/EventDetails-1454","Competition","",",","2002-07-27","2002-07-27","",""
"Swedish Freediving Championship 2002","https://events.aidainternational.org/EventDetails-372","Competition","",",","2002-06-28","2002-06-28","",""
"Dutch Championship in Freediving 2002","https://events.aidainternational.org/EventDetails-1484","Competition","",",","2002-06-23","2002-06-23","",""
"4th Apnea Encounter of Lausanne","https://events.aidainternational.org/EventDetails-1396","Competition","",",","2002-06-15","2002-06-15","",""
"Danish Freediving Association 1st ranking competition 2002","https://events.aidainternational.org/EventDetails-1371","Competition","",",","2002-06-15","2002-06-15","",""
"Austrian Nationals","https://events.aidainternational.org/EventDetails-1269","Competition","",",","2002-06-08","2002-06-08","",""
"French Cup of NUC Subaquatic 2002","https://events.aidainternational.org/EventDetails-854","Pool Competition","",",","2002-05-25","2002-05-25","",""
"Aarhus Freedivers Club","https://events.aidainternational.org/EventDetails-1370","Competition","",",","2002-05-25","2002-05-25","",""
"CAFA Canadian Championships","https://events.aidainternational.org/EventDetails-1061","Mixed Competition","",",","2002-05-24","2002-05-24","",""
"WR Attempt - Martin Stepanek DYN","https://events.aidainternational.org/EventDetails-1625","Worldrecord attempt","",",","2002-05-23","2002-05-23","",""
"WR Attempt - Martin Stepanek DNF","https://events.aidainternational.org/EventDetails-1626","Worldrecord attempt","",",","2002-05-23","2002-05-23","",""
"WR Attempt - Mandy Rae Cruickshank  STA","https://events.aidainternational.org/EventDetails-1101","Worldrecord attempt","",",","2002-05-23","2002-05-23","",""
"3rd Meeting of Lausanne","https://events.aidainternational.org/EventDetails-1619","Pool Competition","",",","2002-04-27","2002-04-27","",""
"3rd Apnea Encounter of Lausanne","https://events.aidainternational.org/EventDetails-1395","Competition","",",","2002-04-27","2002-04-27","",""
"1st Brazilian apnea selections 2002 - Jacques Mayol","https://events.aidainternational.org/EventDetails-477","Mixed Competition","",",","2002-04-21","2002-04-21","",""
"Stage 3 of the 2002 Belgium Cup","https://events.aidainternational.org/EventDetails-1125","Competition","",",","2002-04-06","2002-04-06","",""
"Swiss Winter Championship 2002","https://events.aidainternational.org/EventDetails-1394","Pool Competition","",",","2002-04-06","2002-04-06","",""
"FSA SUUNTO SA Freediving Championships 2002","https://events.aidainternational.org/EventDetails-1596","Competition","",",","2002-03-31","2002-03-31","",""
"Copa UCV 2002","https://events.aidainternational.org/EventDetails-801","Competition","",",","2002-03-23","2002-03-23","",""
"CAFA Western Regional Competition I","https://events.aidainternational.org/EventDetails-1060","Competition","",",","2002-03-23","2002-03-23","",""
"5th AIDA France Cup 2002","https://events.aidainternational.org/EventDetails-853","Competition","",",","2002-03-09","2002-03-09","",""
"Stage 2 of the 2002 Belgium Cup","https://events.aidainternational.org/EventDetails-1124","Competition","",",","2002-03-09","2002-03-09","",""
"Hvidovre Freedivers Club - club championship 2002","https://events.aidainternational.org/EventDetails-1369","Competition","",",","2002-03-02","2002-03-02","",""
"2nd Apnea Encounter of Lausanne","https://events.aidainternational.org/EventDetails-1393","Competition","",",","2002-03-02","2002-03-02","",""
